Quotazioni Immobiliari : Informazioni di Zona OMI - Semestre 2005/1 - elaborazione del 16-MAG-24
Area_territoriale;Regione;Prov;Comune_ISTAT;Comune_cat;Sez;Comune_amm;Comune_descrizione;Fascia;Zona_Descr;Zona;LinkZona;Cod_tip_prev;Descr_tip_prev;Stato_prev;Microzona;
CENTRO;LAZIO;LT;12059003;M3AD; ;B527;CAMPODIMELE;E;'ZONA SUBURBANA  INTERO TERRITORIO';E1;LT00000714;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059004;M3AE; ;C104;CASTELFORTE;B;'MAPPA URBANA--VIA DEL RISORGIMENTO-VIA ANNUNZIATA-STRADA COMUNALE PONTE DIETRO';B1;LT00000503;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059004;M3AE; ;C104;CASTELFORTE;D;'S. MARTINO -ESPANSIONE VERSO RIO GRANDE';D1;LT00000123;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059004;M3AE; ;C104;CASTELFORTE;E;'ZONA SUBURBANA RESTANTE TERRITORIO';E1;LT00000504;20;Abitazioni civili;N;2;
CENTRO;LAZIO;LT;12059004;M3AE; ;C104;CASTELFORTE;E;'FORMA DI SUIO E SUIO TERME';E2;LT00000716;20;Abitazioni civili;N;3;
CENTRO;LAZIO;LT;12059005;M3AG; ;C740;CISTERNA DI LATINA;B;'VIA FOSSO CISTERNA-VIA FOSSO ANIME SANTE - VIA NETTUNO-VIA DELLE BRIGATE PARTIGIANE-VIA FERROVIA ROMA - NAPOLI';B1;LT00000138;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059005;M3AG; ;C740;CISTERNA DI LATINA;D;'ZONA ARTIGIANALE';D1;LT00000139;7;Capannoni tipici;N;2;
CENTRO;LAZIO;LT;12059005;M3AG; ;C740;CISTERNA DI LATINA;D;'ZONA INDUSTRIALE.';D2;LT00000719;8;Capannoni industriali;N;3;
CENTRO;LAZIO;LT;12059005;M3AG; ;C740;CISTERNA DI LATINA;D;'POZZO-PROV.LE VELLETRI ANZIO-COLLE DELLE CESE-CERCIABELLA-COLLE MARCACCIO';D3;LT00000720;20;Abitazioni civili;N;4;
CENTRO;LAZIO;LT;12059005;M3AG; ;C740;CISTERNA DI LATINA;D;'SAN VALENTINO';D4;LT00000721;20;Abitazioni civili;N;4;
CENTRO;LAZIO;LT;12059005;M3AG; ;C740;CISTERNA DI LATINA;D;'BORGO FLORA.';D5;LT00000722;20;Abitazioni civili;N;4;
CENTRO;LAZIO;LT;12059005;M3AG; ;C740;CISTERNA DI LATINA;D;'VALLONCELLO- PIANO ROSSO';D6;LT00000723;20;Abitazioni civili;N;4;
CENTRO;LAZIO;LT;12059005;M3AG; ;C740;CISTERNA DI LATINA;R;'ZONA AGRICOLA DEL COMUNE';R1;LT00001270;0;Non presente;;4;
CENTRO;LAZIO;LT;12059006;M3AH; ;D003;CORI;B;'CENTRO STORICO CON PZ. UMBERTO PRIMO';B1;LT00000461;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059006;M3AH; ;D003;CORI;D;'CORI BASSO';D1;LT00001079;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059006;M3AH; ;D003;CORI;E;'ZONA SUBURBANA RESTANTE TERRITORIO';E1;LT00000724;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059006;M3AH; ;D003;CORI;E;'GIULIANELLO';E2;LT00001085;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059007;M3AI; ;D662;FONDI;B;'CENTRO STORICO-VIA GIULIO GONZAGA-VIA DI CIRCUMVALLAZIONE-CORSO APPIO CLAUDIO-PIAZZA CAVOUR';B1;LT00000154;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059007;M3AI; ;D662;FONDI;C;'S. MAGNO-FEUDO E VETRUVIO- CUCURUZZO-P. GAGLIARDO-ARNALE ROSSO-F. FUCITO-PONTENUOVO-S.ANTONIO-GEGNI-F. CALABRESE-TUFO';C1;LT00000725;20;Abitazioni civili;N;2;
CENTRO;LAZIO;LT;12059007;M3AI; ;D662;FONDI;D;'ESPANZIONE VERSO LOCALITA  LE QUERCE -';D1;LT00000167;20;Abitazioni civili;N;2;
CENTRO;LAZIO;LT;12059007;M3AI; ;D662;FONDI;D;'STAZIONE FFSS -VICINALE CARRIERA - M.O.F- SVILUPPO ASSE VERSO SPERLONGA';D2;LT00000726;7;Capannoni tipici;N;2;
CENTRO;LAZIO;LT;12059007;M3AI; ;D662;FONDI;E;'SALTO DI FONDI- CANNETO- SANTA ANASTASIA-RIO CLARO';E2;LT00001086;1;Ville e Villini;N;3;
CENTRO;LAZIO;LT;12059007;M3AI; ;D662;FONDI;R;'ZONA AGRICOLA DEL COMUNE';R1;LT00001279;0;Non presente;;2;
CENTRO;LAZIO;LT;12059008;M3AJ; ;D708;FORMIA;B;'CENTRO STORICO DI CASTELLONE E MOLA-VIA MARINA-VIA CIRCUMVALLAZIONE-VIA RUBINO-VIA LA VANGA';B1;LT00000170;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059008;M3AJ; ;D708;FORMIA;B;'VIA RUBINO-VIA VITRUVIO-VIA LA VANGA';B2;LT00000171;20;Abitazioni civili;N;2;
CENTRO;LAZIO;LT;12059008;M3AJ; ;D708;FORMIA;B;'PAGNANO-S.REMIGIO-LA NOCE- PIETRA-COMPOSTA-VENDICIO-ARVITO';B3;LT00000173;1;Ville e Villini;N;3;
CENTRO;LAZIO;LT;12059008;M3AJ; ;D708;FORMIA;C;'ESPANSIONE ORIENTALE: PROV.FORMIA-MARANOLA-ST.STAT. 7 APPIA-VARIANTE S.S.7-APPIA-GARIGLIANO';C1;LT00000190;20;Abitazioni civili;N;6;
CENTRO;LAZIO;LT;12059008;M3AJ; ;D708;FORMIA;D;'TERRITORIO URBANO DI MARANOLA-VIA ROTABILE-PIAZZA MUNICIPIO-VIA MORRICONE-VIA S.ANTONIO ABATE-VIA S.MARIA MAGGIORE';D1;LT00000586;21;Abitazioni di tipo economico;N;5;
CENTRO;LAZIO;LT;12059008;M3AJ; ;D708;FORMIA;D;'VIA SANTO JANNI-GIANOLA-S.S.7 APPIA-ACQUATRAVERSA';D2;LT00000177;20;Abitazioni civili;N;4;
CENTRO;LAZIO;LT;12059008;M3AJ; ;D708;FORMIA;D;'TERRITORIO DI CASTELLONORATO CON PIAZZA TORRAZZO';D3;LT00000188;21;Abitazioni di tipo economico;N;8;
CENTRO;LAZIO;LT;12059008;M3AJ; ;D708;FORMIA;D;'TERRITORIO URBANO DI TRIVIO CON COMUNALE FORMIA-CASTELLONORATO-VIA VATE DI TRIVIO-PIAZZA S.ANDREA-VIA DEL PAPA';D4;LT00000189;21;Abitazioni di tipo economico;N;9;
CENTRO;LAZIO;LT;12059008;M3AJ; ;D708;FORMIA;R;'ZONA AGRICOLA DEL COMUNE';R1;LT00001280;0;Non presente;;7;
CENTRO;LAZIO;LT;12059009;M3AK; ;D843;GAETA;B;'TRATTO LUNGOMARE CABOTO- CORSO ITALIA-VIA GARIBALDI-VIA DEL COLLE-STRADA VICINALE CANALI-STRADA COMUNLE CALEGNA';B1;LT00000564;20;Abitazioni civili;N;2;
CENTRO;LAZIO;LT;12059009;M3AK; ;D843;GAETA;B;'LUNGOMARE CABOTO-LOC.MONTESECCO/S.ERASMO-VIA INDIPENDENZA-CENTRO MEDIEVALE';B2;LT00001087;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059009;M3AK; ;D843;GAETA;B;'SERAPO-PIAZZA MUNICIPIO-CORSO CAVOUR';B3;LT00001088;20;Abitazioni civili;N;3;
CENTRO;LAZIO;LT;12059009;M3AK; ;D843;GAETA;C;'EX FERROVIA GAETA -SPARANISE-STRADA C.LE S. AGOSTINO-STRADA V.LE CALEGNA-MONTE S. AGATA';C1;LT00000565;20;Abitazioni civili;N;6;
CENTRO;LAZIO;LT;12059009;M3AK; ;D843;GAETA;C;'COM.LE CATENA-COM.LE SPERA- VIA FONTANIA- VIA DEI LAURI-STRADA ARIANA-SVILUPPO SS.FLACCA-BIVIO SERAPO';C2;LT00001089;1;Ville e Villini;N;3;
CENTRO;LAZIO;LT;12059009;M3AK; ;D843;GAETA;D;'STRADA COMUNALE ARZANO-MONTE CONCA-SS FLACCA -MAR TIRRENO-CANTIERE NAVALE';D1;LT00000212;1;Ville e Villini;N;5;
CENTRO;LAZIO;LT;12059009;M3AK; ;D843;GAETA;D;'TRA TORRE VIOLA (ARIANA) E V. DEL COLLE-A VALLE MONTECR-SP. ARENAUTA-T. SCISSURA-V. MONTECR.-S.AGOST- ZONA S.VITO';D2;LT00001090;1;Ville e Villini;N;3;
CENTRO;LAZIO;LT;12059009;M3AK; ;D843;GAETA;E;'ZONA INDUSTRIALE';E1;LT00000566;8;Capannoni industriali;N;4;
CENTRO;LAZIO;LT;12059009;M3AK; ;D843;GAETA;E;'LOCALITA  S.AGOSTINO';E2;LT00001091;20;Abitazioni civili;N;3;
CENTRO;LAZIO;LT;12059009;M3AK; ;D843;GAETA;R;'ZONA AGRICOLA DEL COMUNE';R1;LT00001282;0;Non presente;;4;
CENTRO;LAZIO;LT;12059010;M3AL; ;E375;ITRI;B;'TOPONOMASTICA DI CONFINE: CENTRO STORICO M.U.-V.APPIO CLAUDIO-PZ.MUNICIPIO-VIA ROMA';B1;LT00000213;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059010;M3AL; ;E375;ITRI;B;'FASCIA CONTIGUA ESPANSIONE CENTRO STORICO';B2;LT00000214;20;Abitazioni civili;N;2;
CENTRO;LAZIO;LT;12059010;M3AL; ;E375;ITRI;D;'ZONA ESPANSIONE VERSO FORMIA- SVILUPPO LUNGO APPIA -CHIUSA-CAPPUCCINI-LAGO VETERE-GIOVENCO-MADONNA DELLE GRAZIE';D1;LT00000223;20;Abitazioni civili;N;2;
CENTRO;LAZIO;LT;12059010;M3AL; ;E375;ITRI;R;'ZONA AGRICOLA DEL COMUNE';R1;LT00001287;0;Non presente;;2;
CENTRO;LAZIO;LT;12059012;M3AM; ;E527;LENOLA;B;'CENTRO STORICO-PZ. C.CIANO-CORSO V.EMANUELE-PZ. CAVOUR-PROV.LE FONDI-LENOLA';B1;LT00000224;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059012;M3AM; ;E527;LENOLA;D;'SS.CROCE-MANDRELLE-MADONNA DEL COLLE-PANTANO VALLECORSA-MONTE DELLA TERRA-VALECCHIE CARDUSO-CASAPASCALE';D1;LT00000728;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059012;M3AM; ;E527;LENOLA;E;'ZONA SUBURBANA RESTANTE TERRITORIO';E1;LT00000729;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059013;M3AN; ;E798;MAENZA;B;'MAPPA URBANA -CENTRO- PIAZZA UMBETRTO I-V.C. BATTISTI-VIA IV NOVEMBRE-VIA NARDACCI-C. ITALIA-V. D. VILLICI-V.ROMA';B1;LT00000470;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059013;M3AN; ;E798;MAENZA;D;'LOCALITA  IL COLLE- STINCONE-ORTI-VALLICELLA';D1;LT00000736;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059013;M3AN; ;E798;MAENZA;E;'ZONA SUBURBANA INTERO TERRITORIO';E1;LT00000737;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059014;M3AQ; ;F224;MINTURNO;B;'CENTRO STORICO E ZONE CONTIGUE';B1;LT00000240;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059014;M3AQ; ;F224;MINTURNO;C;'ST. PRV. AUSENTE MONTICELLI IANNAZZI TURCHINELLA DELLA FOSSA MONTENATALE SAUZO TORA MINTURNESE PER TUFO (PRIMO TRATTO)-TUFO-';C1;LT00001247;1;Ville e Villini;N;1;
CENTRO;LAZIO;LT;12059014;M3AQ; ;F224;MINTURNO;D;'SCAURI -S. DOMENICO-CARIVERA -TORA-CAPOTONDO- LE CESE- STAZIONE FF.SS.-FARAONA-SS. MARIA-TREMENSUOLI';D2;LT00000735;20;Abitazioni civili;N;2;
CENTRO;LAZIO;LT;12059014;M3AQ; ;F224;MINTURNO;E;'SANTA MARIA INFANTE - PULCHERINI';E1;LT00000560;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059014;M3AQ; ;F224;MINTURNO;R;'ZONA AGRICOLA DEL COMUNE';R1;LT00001292;0;Non presente;;1;
CENTRO;LAZIO;LT;12059015;M3AR; ;F616;MONTE SAN BIAGIO;B;'CENTRO STORICO';B1;LT00000252;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059015;M3AR; ;F616;MONTE SAN BIAGIO;C;'STRADA COMUNALE- VIANOVA- VECCHIA-VIA MUNICIPIO-VIA SCALELLE-STR. VIC. OLIVETTI- TRAVI';C1;LT00001248;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059015;M3AR; ;F616;MONTE SAN BIAGIO;D;'ZONA A RIDOSSO DELLA SS 7 APPIA- A MONTE ABITATO (LOC. CERRO)';D1;LT00000261;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059015;M3AR; ;F616;MONTE SAN BIAGIO;D;'ZONA A MONTE CIMITERO- LOC. VALMARINO-COLLE CORNACCHIA';D2;LT00000730;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059015;M3AR; ;F616;MONTE SAN BIAGIO;E;'ZONA SUBURBANA INTERO TERRITORIO';E1;LT00000712;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059016;M3AS; ;F937;NORMA;B;'CENTRO STORICO PIAZZA ROMA-C.SO VITTORIO EMANUELE-VIA NORBANA-VIA DEI COLLI';B1;LT00000618;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059016;M3AS; ;F937;NORMA;D;'I COLLI-BAINETTA-S. GIOVANNI-VIGNOLA-SERRONI';D1;LT00000717;20;Abitazioni civili;N;2;
CENTRO;LAZIO;LT;12059016;M3AS; ;F937;NORMA;E;'ZONA SUBURBANA DELL INTERO TERRITORIO';E1;LT00000718;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059017;M3AT; ;G865;PONTINIA;B;'CENTRO URBANO-BORGO PASUBIO';B1;LT00000512;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059017;M3AT; ;G865;PONTINIA;E;'ZONA SUBURBANA INTERO TERRITORIO';E1;LT00000513;20;Abitazioni civili;N;2;
CENTRO;LAZIO;LT;12059018;M3AU; ;G871;PONZA;B;'VIA PANORAMICA-VIA SALITA SCATTI-CORSO CARLO PISACANE-MAR TIRRENO';B1;LT00000275;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059018;M3AU; ;G871;PONZA;D;'STRADA PROVINCIALE PANORAMICA-VIA CALACAPARRRA-MAR TIRRENO';D1;LT00000683;20;Abitazioni civili;N;2;
CENTRO;LAZIO;LT;12059019;M3AV; ;G698;PRIVERNO;B;'CENTRO STORICO-VIA REGINA CAMILLA-VIALE METABO-VIA PORTA NAPOLETANA-ST.DIETRO LE MURA-VIA PORTA ROMANA';B1;LT00000617;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059019;M3AV; ;G698;PRIVERNO;C;'GALLETTE-COLLE DEGLI ANGELI-COLLE TINTO-S DAVINO-TORRETTA- SAN LORENZO- SAN FRANCESCO';C1;LT00000288;20;Abitazioni civili;N;2;
CENTRO;LAZIO;LT;12059019;M3AV; ;G698;PRIVERNO;D;'GALLETTE-COLLE DEGLI ANGELI-COLLE TINTO-S DAVINO-TORRETTA- SAN LORENZO- SAN FRANCESCO';D1;LT00001385;20;Abitazioni civili;N;2;
CENTRO;LAZIO;LT;12059019;M3AV; ;G698;PRIVERNO;E;'FOSSANOVA- STAZIONE DI FOSSANOVA';E1;LT00000742;20;Abitazioni civili;N;2;
CENTRO;LAZIO;LT;12059019;M3AV; ;G698;PRIVERNO;R;'ZONA AGRICOLA DEL COMUNE';R1;LT00001296;0;Non presente;;2;
CENTRO;LAZIO;LT;12059020;M3AW; ;H076;PROSSEDI;B;'CENTRO STORICO: PIAZZA UMBERTO I, VIA ROMA, VIA CAVOUR, VIA DEI VENTI, VIA S. GIOVANNI';B1;LT00000292;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059020;M3AW; ;H076;PROSSEDI;D;'VIA PRINCIPESSA AUGUSTA GABRIELLI, VIA FRANCO EVANGELISTA, VIA CUZZOLI, VIA CORTELLESSA';D1;LT00001386;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059020;M3AW; ;H076;PROSSEDI;E;'ZONA SUBURBANA INTERO TERRITORIO COMUNALE';E1;LT00000738;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059020;M3AW; ;H076;PROSSEDI;E;'PISTERZO';E2;LT00001107;5;Negozi;N;1;
CENTRO;LAZIO;LT;12059021;M3AX; ;H413;ROCCAGORGA;B;'CENTRO STORICO-PZ V.EMANUELE-V.ROCCHIGIANA-CORSO UMBERTO-B.GO MADONNA-VIA MONTE';B1;LT00000520;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059021;M3AX; ;H413;ROCCAGORGA;E;'ZONA SUBURBANA INTERO TERRITORIO';E1;LT00000739;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059022;M3AY; ;H421;ROCCAMASSIMA;B;'CENTRO STORICO-VIA S.ROCCO-V.CORTE-PZ DEL SOLE-V. DEL MUNICIPIO-V.GIULIANELLO-ROCCAMASSIMA';B1;LT00000305;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059022;M3AY; ;H421;ROCCAMASSIMA;E;'ZONA SUBURBANA INTERO TERRITORIO';E1;LT00000740;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059023;M3AZ; ;H444;ROCCASECCA DEI VOLSCI;B;'CENTRO STORICO-V.S.SEBASTIANO-V.PIAGGE-C.SO DEI VOLSCI-PZ UMBERTO PRIMO-PROV.LE PRIVERNO-ROCCASECCA';B1;LT00000541;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059023;M3AZ; ;H444;ROCCASECCA DEI VOLSCI;E;'ZONA SUBURBANA INTERO TERRITORIO';E1;LT00000741;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059024;M3BA; ;H647;SABAUDIA;B;'V.LITORANEA.V.CARLO ALBERTO-V.MIGLIARA 53-V.CONTE VERDE-V.CONTE ROSSO.V.ARCIGLIONI-V.PRINCIPE DI PIEMONTE-C.SO V.EM';B1;LT00000324;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059024;M3BA; ;H647;SABAUDIA;C;'CATERATTINO - FOLAGA MORTA.';C1;LT00000623;20;Abitazioni civili;N;3;
CENTRO;LAZIO;LT;12059024;M3BA; ;H647;SABAUDIA;D;'S. ANDREA - FALAGA MORTA - STRADA DELLA CROCE.';D1;LT00000334;20;Abitazioni civili;N;3;
CENTRO;LAZIO;LT;12059024;M3BA; ;H647;SABAUDIA;D;'BELLA FARNIA';D10;LT00000747;20;Abitazioni civili;N;13;
CENTRO;LAZIO;LT;12059024;M3BA; ;H647;SABAUDIA;D;'VIA LUNGOMARE - VIA PER TORRE PAOLA.';D11;LT00001108;1;Ville e Villini;N;2;
CENTRO;LAZIO;LT;12059024;M3BA; ;H647;SABAUDIA;D;'LAGO DI PAOLA';D12;LT00001109;1;Ville e Villini;N;5;
CENTRO;LAZIO;LT;12059024;M3BA; ;H647;SABAUDIA;D;'BORGO VODICE.';D2;LT00000335;20;Abitazioni civili;N;4;
CENTRO;LAZIO;LT;12059024;M3BA; ;H647;SABAUDIA;D;'BAIA D ARGENTO.';D3;LT00000625;20;Abitazioni civili;N;6;
CENTRO;LAZIO;LT;12059024;M3BA; ;H647;SABAUDIA;D;'FASCIA MIGLIARA 56- FASCIA LITORANEA- CONFINE COMUNE DI TERRACINA.';D4;LT00000629;20;Abitazioni civili;N;7;
CENTRO;LAZIO;LT;12059024;M3BA; ;H647;SABAUDIA;D;'LOCALITA MEZZOMONTE';D5;LT00000627;20;Abitazioni civili;N;8;
CENTRO;LAZIO;LT;12059024;M3BA; ;H647;SABAUDIA;D;'COLLE PIUCCIO';D6;LT00000628;20;Abitazioni civili;N;9;
CENTRO;LAZIO;LT;12059024;M3BA; ;H647;SABAUDIA;D;'VIA SACRAMENTO.';D7;LT00001033;20;Abitazioni civili;N;10;
CENTRO;LAZIO;LT;12059024;M3BA; ;H647;SABAUDIA;D;'COLLE D ALBA ( LOTTIZZAZIONE)';D8;LT00000750;20;Abitazioni civili;N;11;
CENTRO;LAZIO;LT;12059024;M3BA; ;H647;SABAUDIA;D;'BORGO SAN DONATO';D9;LT00000748;20;Abitazioni civili;N;12;
CENTRO;LAZIO;LT;12059024;M3BA; ;H647;SABAUDIA;R;'ZONA AGRICOLA DEL COMUNE';R1;LT00001285;0;Non presente;;4;
CENTRO;LAZIO;LT;12059025;M3BB; ;H836;SAN FELICE CIRCEO;B;'TOPONOM.DI CONFINE: P.V.VENETO-P.LANZUISI-VIC.MAZZINI-V.A.MAGNANI-V.ALEARDI-P.BUSIRI VICI';B1;LT00000552;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059025;M3BB; ;H836;SAN FELICE CIRCEO;C;'I FASCIA SVILUPPO LUNGO STRADA PROV.LE TERRACINA - PIANO- PRATO - RIO TORTO-LA CONA-MONTICCHIO';C1;LT00000553;20;Abitazioni civili;N;3;
CENTRO;LAZIO;LT;12059025;M3BB; ;H836;SAN FELICE CIRCEO;C;'SOPRA IL PORTO';C2;LT00001111;1;Ville e Villini;N;3;
CENTRO;LAZIO;LT;12059025;M3BB; ;H836;SAN FELICE CIRCEO;D;'LUNGOMARE CIRCE- LOCALITA' TUMULETO';D1;LT00000347;20;Abitazioni civili;N;3;
CENTRO;LAZIO;LT;12059025;M3BB; ;H836;SAN FELICE CIRCEO;D;'CAMPO DI CROCE-SCISCI-PANTANO MARINO';D2;LT00000348;20;Abitazioni civili;N;4;
CENTRO;LAZIO;LT;12059025;M3BB; ;H836;SAN FELICE CIRCEO;D;'PUNTA ROSSA';D3;LT00001110;1;Ville e Villini;N;2;
CENTRO;LAZIO;LT;12059025;M3BB; ;H836;SAN FELICE CIRCEO;E;'BORGO MONTENERO';E1;LT00000554;20;Abitazioni civili;N;4;
CENTRO;LAZIO;LT;12059025;M3BB; ;H836;SAN FELICE CIRCEO;E;'COLLE CIRCEO 1 E 2- PUNTA CORALLO';E3;LT00000744;20;Abitazioni civili;N;5;
CENTRO;LAZIO;LT;12059025;M3BB; ;H836;SAN FELICE CIRCEO;R;'ZONA AGRICOLA DEL COMUNE';R1;LT00001284;0;Non presente;;4;
CENTRO;LAZIO;LT;12059026;M3BC; ;I339;SANTI COSMA E DAMIANO;B;'CENTRO URBANO';B1;LT00000362;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059026;M3BC; ;I339;SANTI COSMA E DAMIANO;D;'CENTRO STORICO VENTOSA';D1;LT00000371;20;Abitazioni civili;S;1;
CENTRO;LAZIO;LT;12059026;M3BC; ;I339;SANTI COSMA E DAMIANO;D;'SAN LORENZO -VIA F. BARACCA';D2;LT00000731;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059026;M3BC; ;I339;SANTI COSMA E DAMIANO;E;'ZONA SUBURBANA INTERO TERRITORIO';E1;LT00000732;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059027;M3BD; ;I634;SERMONETA;B;'CENTRO STORICO -MAPPA URBANA';B1;LT00000526;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059027;M3BD; ;I634;SERMONETA;E;'ZONA SUBURBANA INTERO TERRITORIO';E1;LT00000746;20;Abitazioni civili;N;2;
CENTRO;LAZIO;LT;12059027;M3BD; ;I634;SERMONETA;E;'SERMONETA SCALO-ASSE LT-SERMONETA-CARRARA-PONTENUOVO-MONTICCHIO-FASCIA STRADALE BRICCICALE-S.BRACCIALE-SALCE-CESE';E2;LT00001112;8;Capannoni industriali;N;2;
CENTRO;LAZIO;LT;12059028;M3BE; ;I712;SEZZE;B;'MAPPA URBANA -VIA PORTA ROMANA-VIA PORTA GIOBERTI-VICOLO S.LORENZO-VIA PORTA PASCIBELLA-VICOLO DEL GUGLIETTO';B1;LT00000619;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;LT;12059028;M3BE; ;I712;SEZZE;C;'SOTTO LE MURA- MADONNA DELLA PACE-VIA PIAGGE MARINE-S. BARTOLOMEO - ZONA OSPEDALIERA';C1;LT00000620;20;Abitazioni civili;N;2;
CENTRO;LAZIO;LT;12059028;M3BE; ;I712;SEZZE;D;'CROCEVECCHIA- CAPPUCCINI-MAD. D. NEVE-ZOCCOLANTI- ZONA CIMITERO-MELO GROSS0-FONTANELLE';D1;LT00000390;20;Abitazioni civili;N;2;
CENTRO;LAZIO;LT;12059028;M3BE; ;I712;SEZZE;E;'SEZZE SCALO-DELIMITAZIONE ASSE FERROVIARIO ROMA-NAPOLI SS 156 SETINA';E2;LT00001078;20;Abitazioni civili;N;2;
CENTRO;LAZIO;LT;12059028;M3BE; ;I712;SEZZE;R;'ZONA AGRICOLA DEL COMUNE';R1;LT00001277;0;Non presente;;2;
CENTRO;LAZIO;LT;12059029;M3BF; ;I832;SONNINO;B;'TOPONOMASTICA: VIA CIRCONVALLAZIONE-LARGO PORTA TOCCO-LARGO S.GIOVANNI-P.ZZA S.GIOVANNI-VIA PORTA RIORI';B1;LT00000391;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059029;M3BF; ;I832;SONNINO;D;'VIA CAPITANO BIAVASTRA- S. SEBASTIANO- S. BERNARDINO- CIMITERO- S. MARGHERITA- SELVOTTA- LE FOSSE';D1;LT00000401;20;Abitazioni civili;N;2;
CENTRO;LAZIO;LT;12059029;M3BF; ;I832;SONNINO;D;'EX STAZIONE FF.SS. SONNINO- ZONA VALLIVA RIDOSSO EX FERROVIA VELLETRI-TERRACINA-BIVIO CAPOCROCE';D2;LT00000754;20;Abitazioni civili;N;2;
CENTRO;LAZIO;LT;12059029;M3BF; ;I832;SONNINO;E;'ZONA SUBURBANA INTERO TERRIOTORIO';E1;LT00000753;20;Abitazioni civili;N;2;
CENTRO;LAZIO;LT;12059030;M3BG; ;I892;SPERLONGA;B;'VIA COLOMBO-VIA ROMA I E II-V.FULCOTOSTI-V.TACITO-STR.COM. CARDI- CARDARELLA-S. LUCIA-TORRE DI NIBIO';B1;LT00000630;20;Abitazioni civili;N;2;
CENTRO;LAZIO;LT;12059030;M3BG; ;I892;SPERLONGA;B;'P.ZA UMBERTO 1-VIE: S. ANTONIO-PORTA PICCOLA DELLA CHIESA-FONTANA MADONNELLA-TORRE TRUGLOIA-TERRAZZO-OSPEDALE-S. LUCIA';B2;LT00001113;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059030;M3BG; ;I892;SPERLONGA;D;'VERSANTE OCCIDENTALE - A VALLE DELLA SS FLACCA FINO AL MARE- STRADE COM:SALETTA-CARDI-SVINCOLO S.S. FLACCA';D1;LT00000412;20;Abitazioni civili;N;2;
CENTRO;LAZIO;LT;12059030;M3BG; ;I892;SPERLONGA;D;'VERSANTE ORIENTALE A MONTE E VALLE STRADA SS FLACCA: PROV.LE PER ITRI-STRADE COM: VALLE CORSARI-GROTTA-BELVEDERE';D2;LT00000757;20;Abitazioni civili;N;3;
CENTRO;LAZIO;LT;12059030;M3BG; ;I892;SPERLONGA;D;'PUNTA CETAROLA-CAPOVENTO';D3;LT00000758;20;Abitazioni civili;N;3;
